Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
201015,2020,6/3/2021,Danbury,12 LAKE AVE EXT,777000,800000,0.9712,Commercial,,25 - Other,RATIO TOO HIGH / F15032,,
200127,2020,6/7/2021,Hebron,389 WALL ST,51450,299900,0.1715,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.35979 41.68098)
201212,2020,5/6/2021,Cromwell,39 WOODLAND DRIVE,60690,118000,0.5143,Residential,Condo,,,,
201124,2020,02/16/2021,Griswold,36 OSGA LANE,60760,2800,21.7,Vacant Land,,06 - Portion of Property,,,POINT (-71.91934 41.56467)
200275,2020,12/9/2020,Bristol,143 GRIDLEY ST,95550,120000,0.7962,Residential,Two Family,14 - Foreclosure,FORECLOSURE SALE OUT OF BANK,,
200252,2020,9/8/2021,East Windsor,RYE ST,2800,45000,0.0622,Vacant Land,,12 - Non Buildable Lot,REAR LOT TO ABUTTER,,
201071,2020,06/15/2021,Danbury,10-14 E FRANKLIN ST C-19,59500,189900,0.313322801,Residential,Condo,25 - Other,I13019-19,NO MLS,
2020236,2020,5/5/2021,Berlin,108 OLD BRICKYARD LN,168500,312500,0.5392,Residential,Single Family,,,,POINT (-72.75836 41.63477)
200336,2020,03/17/2021,Groton,35 BAYBERRY LN,178570,357500,0.4994,Residential,Single Family,,,,POINT (-72.05866 41.32242)
200551,2020,3/5/2021,Bristol,57 UNION ST,350780,633000,0.5541,Apartments,,,,,POINT (-72.9453 41.66618)
200175,2020,8/5/2021,Hebron,13 JEREMY WAY,118730,205000,0.579170732,Residential,Condo,25 - Other,ESTATE SALE,,
200008,2020,10/9/2020,Canton,66 MAPLE AVENUE,191050,130000,1.469615385,Commercial,,08 - Part Interest,,,
200128,2020,12/2/2020,Guilford,95 LAURELBROOK DR,204230,377000,0.5417,Residential,Single Family,,,,POINT (-72.70905 41.32283)
200995,2020,7/9/2021,Manchester,26 MIDDLE TURNPIKE WEST,89800,135000,0.6651,Residential,Single Family,25 - Other,ADMINISTRATORS DEED,,
200818,2020,05/20/2021,Bristol,51 WOOSTER COURT,393610,550000,0.7156,Commercial,,,,,POINT (-72.88938 41.67627)
200205,2020,08/23/2021,Essex,7 RACHEL LA,154400,290000,0.5324,Residential,Single Family,,,,POINT (-72.46654 41.33693)
200124,2020,11/24/2020,Farmington,261 NEW BRITAIN AV,103900,158000,0.6575,Residential,Condo,,,,
200705,2020,03/15/2021,Danbury,69A BALL POND RD,284300,535000,0.5314,Residential,Single Family,,C05094,,POINT (-73.51458 41.44405)
200127,2020,11/16/2020,Enfield,240 ABBE RD,202040,336000,0.6013,Residential,Single Family,,,,
200153,2020,3/10/2021,Cromwell,19 CLUB HOUSE DRIVE,182600,217000,0.841474654,Residential,Condo,25 - Other,"PRIVATE SALE, NOT ON OPEN MARKET",,
200074,2020,11/18/2020,Killingly,3 GREEN HOLLOW RD,266980,490000,0.5448,Residential,Three Family,,,,POINT (-71.88021 41.79757)
20856,2020,6/8/2021,Hartford,100 WELLS ST #R706 & 100 WELLS,35795,93000,0.3848,Residential,Condo,24 - Plottage,,,POINT (-72.67595 41.76348)
20071,2020,7/6/2021,Barkhamsted,9 DILLISTON RD,84730,75000,1.1297,Residential,Single Family,25 - Other,"1957 Cottage, 440 SFLA, 0.2 AC, Beach Rights, sale to abutter with well/water easement",,POINT (-73.03524 41.88964)
200071,2020,10/27/2020,Enfield,12 SALERNO DR,144310,379500,0.3802,Residential,Single Family,27 - CRUMBLING FOUNDATION ASSESSMENT REDUCTION,,,
2020228,2020,05/27/2021,Ansonia,98 BEAVER ST,128000,305000,0.4196,Residential,Two Family,,,,
200241,2020,7/6/2021,East Haddam,234 TATER HILL RD,2590,125000,0.0207,Vacant Land,,28 - Use Assessment,,,POINT (-72.35983 41.45783)
2000107,2020,1/6/2021,Bloomfield,13 JULIE LANE,118510,130000,0.911615385,Residential,Single Family,,,NO MLS,POINT (-72.7601 41.85494)
201054,2020,11/24/2020,Griswold,1984 GLASGO RD,90300,125000,0.7224,Residential,Two Family,,,,POINT (-71.88293 41.54813)
200272,2020,2/2/2021,Branford,141 PEDDLARS DR,126400,226000,0.5592,Residential,Condo,,,,
200861,2020,08/30/2021,Enfield,22 GORDON AVE,105430,177000,0.5956,Residential,Single Family,,,,
20000084,2020,11/30/2020,Brookfield,13 OLD TURNPIKE RD,186580,325000,0.574,Residential,Single Family,,,,
200114,2020,11/13/2020,Groton,38 CRESCENT ST,501480,1125000,0.44576,Residential,Single Family,,,,
200151,2020,3/5/2021,Cromwell,12 WOODLAND DRIVE,51940,102000,0.509215686,Residential,Condo,07 - Change in Property,UPDATE/REMOD NOT REFLECTED IN OUR RECORD,,POINT (-72.67709 41.61391)
20904,2020,06/21/2021,Hartford,61 MORNINGSIDE ST WEST,55897,185000,0.3021,Residential,Two Family,08 - Part Interest,,,
200096,2020,10/23/2020,Bristol,509-12 EMMETT ST,26880,34000,0.7905,Residential,Condo,,,,POINT (-72.9071 41.66146)
200416,2020,12/29/2020,Danbury,18 CONCORD RD,138200,302450,0.4569,Residential,Single Family,,G15207,,POINT (-73.47202 41.38694)
200355,2020,12/11/2020,Greenwich,18 MORGAN AVENUE,423850,875000,0.4844,Residential,Single Family,,,,POINT (-73.66094 41.02583)
200110,2020,01/21/2021,Coventry,368 DUNN RD,239500,365000,0.6561,Residential,Single Family,,,,POINT (-72.38586 41.82539)
200205,2020,09/23/2021,Hebron,203 MILLSTREAM RD,204160,385000,0.5302,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-72.34534 41.65006)
200336,2020,12/8/2020,Greenwich,261 COGNEWAUGH ROAD,836640,1135000,0.7371,Residential,Single Family,,,,
200697,2020,4/12/2021,Manchester,74 STARKWEATHER STREET,125700,245000,0.513061224,Residential,Single Family,,,,
20801,2020,05/25/2021,Hartford,225 RIDGEFIELD ST,95760,276000,0.3469,Residential,Single Family,,,,POINT (-72.69489 41.79225)
2020053,2020,11/10/2020,Berlin,LOT 9 BRITTANY'S PATH,100700,200000,0.5035,Vacant Land,,,,,
200849,2020,04/22/2021,Danbury,IVY LA,900,60000,0.015,Vacant Land,,07 - Change in Property,MAP REVISION / J09004,,
200102,2020,10/20/2020,Danbury,51 JAMES ST,160500,227000,0.707,Residential,Two Family,,J12181,,POINT (-73.43578 41.40292)
200064,2020,10/22/2020,Branford,122 FOXBRIDGE VILLAGE,122000,215000,0.5674,Residential,Condo,,,,POINT (-72.8275 41.3081)
20520,2020,07/29/2021,Darien,224 MANSFIELD AVE,1026130,1900000,0.54,Residential,Single Family,,,,POINT (-73.47638 41.09247)
20000003,2020,10/2/2020,Brookfield,16 BEVERLY DR,182040,280000,0.6501,Residential,Single Family,,,,
200895,2020,06/16/2021,Manchester,529C HILLIARD STREET,83300,140000,0.595,Residential,Condo,,,,
201271,2020,06/29/2021,Greenwich,25 FERNCLIFF ROAD,1080450,1695000,0.6374,Residential,Single Family,,,,POINT (-73.59983 41.07615)
200183,2020,12/14/2020,Groton,0 CLIFT LN,111510,100000,1.1151,Vacant Land,,,,,POINT (-71.97191 41.36009)
200503,2020,5/5/2021,Enfield,60 BROAD LEAF LA,97940,213000,0.4598,Residential,Single Family,,,,
200181,2020,6/1/2021,Litchfield,95 LITCHFIELD POND,143290,265000,0.5407,Residential,Condo,,,,
200469,2020,5/3/2021,Glastonbury,24 CORALBERRY LN,166600,235000,0.7089,Residential,Condo,,,,POINT (-72.59222 41.72606)
201103,2020,08/13/2021,Hartford,64 DART ST,63210,220000,0.2873,Residential,Single Family,,,,
200535,2020,01/26/2021,Danbury,175 LONG RIDGE RD,298800,435000,0.6868,Residential,Single Family,,J24006,,POINT (-73.44422 41.33784)
200941,2020,5/3/2021,Greenwich,20 CHURCH STREET UNA25,371700,622500,0.5971,Residential,Condo,,,,
200120,2020,12/9/2020,Madison,28 HIDDEN SPRINGS RD,356000,661900,0.5378,Residential,Single Family,,,,
2020347,2020,07/29/2021,Berlin,95 SOUTH RIDGE LANE UNIT A102,139600,216000,0.6462,Residential,Condo,,,,
201649,2020,08/26/2021,Greenwich,42 BIRCHWOOD DRIVE,2602250,3450000,0.7542,Residential,Single Family,,,,POINT (-73.65473 41.08707)
200055,2020,10/8/2020,Danbury,25 PADANARAM RD 28,79000,121000,0.6528,Residential,Condo,,H10149-28,,POINT (-73.46219 41.41679)
200091,2020,11/25/2020,Avon,595 HUCKLEBERRY HILL ROAD,243260,454000,0.5358,Residential,Single Family,,,,
200412,2020,4/12/2021,Glastonbury,312 GRISWOLD ST,180400,292000,0.6178,Residential,Single Family,,,,
20132,2020,8/2/2021,Lebanon,13 PIGEON SWAMP RD #2,134730,249900,0.5391,Residential,Single Family,,,,
200586,2020,09/22/2021,Guilford,595 WEST LAKE AVE,119470,856000,0.1395,Residential,Single Family,07 - Change in Property,,,POINT (-72.72936 41.3243)
200689,2020,8/11/2021,Branford,133 HOTCHKISS GROVE RD,290600,694000,0.418731988,Residential,Single Family,07 - Change in Property,,PER MLS HAS 600 SQ. FT. FINISHED BASEMENT AND 3.5 BATHS,POINT (-72.78831 41.2665)
200000274,2020,6/1/2021,Brookfield,4 OLD OAK DR UNIT 302,230430,320000,0.72,Residential,Condo,,,,POINT (-73.41158 41.46284)
201671,2020,08/31/2021,Greenwich,150 PORCHUCK ROAD,1630650,2500000,0.65226,Residential,Single Family,,,,POINT (-73.68128 41.0762)
201239,2020,06/23/2021,Greenwich,8 THISTLE LANE,897820,1450000,0.6191,Residential,Single Family,,,,
201279,2020,9/7/2021,Bristol,134 JACQUELINE DR,118580,250000,0.4743,Residential,Single Family,,,,POINT (-72.90539 41.70353)
200972,2020,05/24/2021,Danbury,8 ROSE LA 26-7,82000,180000,0.4555,Residential,Condo,,I09022-125,,
20000195,2020,06/30/2021,Granby,67 SILVER ST,208600,390000,0.5348,Residential,Single Family,,,,POINT (-72.83851 42.0093)
201013,2020,07/14/2021,Manchester,99 TANNER STREET,100200,240000,0.4175,Residential,Single Family,,,,
200166,2020,01/19/2021,Madison,20 FIELD BROOK RD,374100,600000,0.6235,Residential,Single Family,,,,POINT (-72.593 41.31685)
200703,2020,07/13/2021,Enfield,8 WEST FORREST DR,106240,105000,1.0118,Residential,Single Family,01 - Family,,,
200471,2020,07/22/2021,Guilford,21 GREY LEDGE DR,261500,606000,0.4315,Residential,Single Family,,,,POINT (-72.7012 41.29241)
200162,2020,02/24/2021,Killingly,1490 NORTH RD,238280,315000,0.7564,Residential,Single Family,,,,
201673,2020,08/31/2021,Greenwich,61 SUMMIT ROAD,781060,3250000,0.240326154,Residential,Single Family,07 - Change in Property,,NEW CONSTRUCTION PER MLS,
2020061,2020,11/19/2020,Ansonia,2 PROSPECT ST,126000,250000,0.504,Residential,Single Family,,HIGH SALE,,
201211,2020,06/17/2021,Greenwich,610 LAKE AVENUE,2994530,3700000,0.8093,Residential,Single Family,,,,POINT (-73.63937 41.06701)
200774,2020,5/11/2021,Manchester,143D CLIFFSIDE DRIVE,89800,191000,0.4701,Residential,Condo,,,,
201278,2020,07/26/2021,Griswold,"148 MATHEWSON ST UNITS 306, 30",82810,580000,0.1427,Residential,Condo,25 - Other,"CONDO UNITS SOLD TOGETHER UNITS 306, 308, 309, 405, 407",,
200286,2020,6/7/2021,Killingly,4 R & R PARK,10990,15000,0.7326,Residential,Single Family,,MOBILE HOME,,
201242,2020,09/21/2021,Hartford,485 WETHERSFIELD AVE,287210,500000,0.5744,Commercial,,25 - Other,PART OF AN IRC SECTION 1031 TAX DEFERRED EXCHANGE,,
201007,2020,10/9/2020,Griswold,34 CHIOU DRIVE,163170,271000,0.602103321,Residential,Single Family,,,,POINT (-71.90903 41.61521)
200047,2020,12/28/2020,Bethany,170 VALLEY RD,201800,353000,0.5716,Residential,Single Family,,,,POINT (-72.98638 41.41601)
201074,2020,05/26/2021,Greenwich,36 FRANCIS LANE,424620,743900,0.570802527,Residential,Single Family,17 - Two Towns,PART OF PROPERTY IN PORT CHESTER NY,,
200190,2020,12/4/2020,Enfield,4 REBECCA DR,241760,489900,0.4934,Residential,Single Family,,,,
200557,2020,6/10/2021,Branford,17 MALTBY ST,337100,810000,0.41617284,Residential,Single Family,,,NO MLS,
200210,2020,02/26/2021,East Lyme,123 CHESTERFIELD RD,156170,330000,0.4732,Residential,Single Family,,,,POINT (-72.21632 41.37998)
200540,2020,02/18/2021,Manchester,17 GARDEN DRIVE,36800,55000,0.669,Residential,Condo,,,,
2000324,2020,07/16/2021,Bloomfield,29 SADDLE RIDGE,210560,551600,0.381725888,Residential,Condo,07 - Change in Property,,PER MLS COMPLETELY REMODELED INCLUDING FINISHED BASEMENT WITH 3RD FULL BATH,POINT (-72.77636 41.83406)
200459,2020,09/13/2021,Killingly,144 PROSPECT AVE,86590,115000,0.7529,Residential,Two Family,,,,
200086,2020,1/12/2021,Essex,34 PRATT #A,623900,650000,0.9598,Residential,Condo,,,,
20477,2020,04/13/2021,East Hartford,30 TIMROD TR,137680,267000,0.5156,Residential,Single Family,,,,POINT (-72.58386 41.75674)
200222,2020,3/8/2021,Madison,30 LAWSON DR,447400,804375,0.5562,Residential,Single Family,,,,
20161,2020,01/20/2021,Darien,93 ROSE LANE,646730,850000,0.7608,Residential,Single Family,,,,POINT (-73.51388 41.07341)
2000229,2020,05/24/2021,Bloomfield,50 HOSKINS ROAD,187600,305000,0.615,Residential,Single Family,,,,
200012,2020,10/1/2020,Danbury,17 GREGORY ST,190900,339500,0.5622,Residential,Single Family,,G13007,,
20068,2020,09/13/2021,Andover,122 LAKE RD,110500,97500,1.133333333,Residential,Single Family,07 - Change in Property,,INTERIOR OF HOUSE IS GUTTED PER MLS,
200477,2020,04/29/2021,Enfield,4 CELTIC CT,181320,350000,0.518,Residential,Single Family,,,,POINT (-72.55751 41.9487)
200428,2020,07/26/2021,East Lyme,98 FLANDERS RD,199640,305000,0.6545,Residential,Single Family,,,,
200305,2020,12/2/2020,Greenwich,1 PEAR LANE,1971760,3357777,0.5872,Residential,Single Family,25 - Other,TEAR DOWN PURCHASE,,
20333,2020,05/18/2021,Darien,20 HEATHER LA,864920,1401000,0.617359029,Residential,Single Family,,,,
200122,2020,4/5/2021,Mansfield,644 CHAFFEEVILLE RD,194200,309000,0.6284,Residential,Single Family,,,,
200028,2020,11/16/2020,East Windsor,9B PASCO DR,70840,139500,0.5078,Residential,Condo,,,,
20019,2020,11/23/2020,Barkhamsted,6 WARNER RD,327140,536000,0.610335821,Residential,Single Family,,"2008 CUSTOM, 3335 SFLA, 2.06 AC",,POINT (-72.93588 41.90489)
200400,2020,05/28/2021,Farmington,88 MOUNTAIN RD,265490,500000,0.5309,Residential,Single Family,,,,POINT (-72.81991 41.71802)
200028,2020,12/23/2020,Cornwall,7 RIVER RD SOUTH,124200,275000,0.4516,Residential,Single Family,,,,POINT (-73.37223 41.81762)
2000322,2020,07/14/2021,Bloomfield,25 RICHARD LANE,134330,235216,0.571,Residential,Single Family,,,,
200895,2020,6/10/2021,Bristol,272 SUNNYDALE AVE,159250,290000,0.5491,Residential,Single Family,,,,POINT (-72.92462 41.66457)
20152,2020,04/19/2021,Derby,7 THIRTY FOUR WEST CONDOS,111020,184000,0.6033,Residential,Condo,,,,POINT (-73.04919 41.31289)
2020099,2020,12/15/2020,Berlin,823 LOWER LANE,136600,233000,0.5862,Residential,Single Family,,,,
200737,2020,07/20/2021,Enfield,12 ROY ST,90490,225000,0.4021,Residential,Single Family,,,,POINT (-72.58285 42.02289)
200004,2020,10/5/2020,East Haddam,HAYWARDVILLE RD,49590,72000,0.6887,Vacant Land,,,,,
20006,2020,10/13/2020,Burlington,MILFORD ST MBLU 4-08-2,76930,86000,0.894534884,Vacant Land,,25 - Other,ABUTTER SALE,,
200090,2020,10/22/2020,Bristol,15-19 RACE ST,121870,276777,0.4403,Residential,Three Family,,,,POINT (-72.94793 41.67919)
20504,2020,07/22/2021,Darien,1 LANTERN LA,1204840,2353000,0.512044199,Residential,Single Family,,,,
200012,2020,10/13/2020,Cromwell,8 WEXFORD,304640,390000,0.7811,Residential,Single Family,,,,
2020029,2020,10/22/2020,Ansonia,2 MYRTLE AVE,130800,290000,0.451,Residential,Three Family,,"HIGH SALE, BUT MULTI-FAM UNDERVALUED PER LAST REVAL",,POINT (-73.07548 41.34568)
20010,2020,10/5/2020,Darien,535 HOYT STREET,761180,1350000,0.563837037,Residential,Single Family,,,,
200095,2020,04/13/2021,Hebron,366 WEST MAIN ST,140420,270000,0.52,Residential,Single Family,,,,POINT (-72.39533 41.65069)
200145,2020,12/16/2020,Guilford,205 MARSHALL AVE,195010,370000,0.527,Residential,Single Family,,,,POINT (-72.68143 41.25871)
20065,2020,12/16/2020,Burlington,10 FOX GLEN,247100,420000,0.5883,Residential,Single Family,,,,
20018,2020,10/8/2020,Farmington,325 OLD MOUNTAIN RD,672930,1262500,0.533,Residential,Single Family,,,,POINT (-72.80846 41.75213)
20481,2020,7/12/2021,Darien,259 MIDDLESEX ROAD,597240,1360000,0.4391,Residential,Single Family,,,,POINT (-73.48894 41.07905)
200051,2020,11/12/2020,Bloomfield,9 IVORY ROAD,159110,262000,0.6072,Residential,Single Family,,,,POINT (-72.72251 41.83233)
200443,2020,5/10/2021,Groton,130 MERIDIAN ST U304,136150,230000,0.5919,Residential,Condo,,,,POINT (-72.07007 41.35483)
2000135,2020,2/3/2021,Bloomfield,154 TUNXIS AVENUE,133390,220000,0.6063,Residential,Single Family,,,,POINT (-72.7445 41.84349)
200803,2020,09/28/2021,Branford,9 GREAT OAKS,132000,255000,0.5176,Residential,Single Family,,,,POINT (-72.82083 41.27362)
20676,2020,04/26/2021,Hartford,57 BARBOUR ST,9940,35740,0.2781,Vacant Land,,09 - Tax,(NO CONVEYANCE) TAX COLLECTOR'S DEED,,
2020209,2020,5/10/2021,Ansonia,33 GROVE ST,105600,180000,0.5866,Residential,Single Family,,,,
200246,2020,12/30/2020,Enfield,53 VARNO LA,101210,140000,0.7229,Residential,Single Family,11 - Court Order,,,
200073,2020,08/20/2021,Chester,16 OLD COUNTY RD,79050,135000,0.5855,Vacant Land,,,,,
200261,2020,2/10/2021,East Haven,330 SHORT BEACH RD #B5,84760,150000,0.565,Residential,Condo,,,,POINT (-72.86581 41.26201)
200807,2020,4/5/2021,Greenwich,48 PARSONAGE ROAD,3663170,5650000,0.6483,Residential,Single Family,,,,
200600,2020,6/11/2021,Enfield,63 DARTMOOR,161810,284900,0.5679,Residential,Condo,,,,
20621,2020,09/30/2021,Darien,17 WILSON RIDGE ROAD,1120350,1925000,0.582,Residential,Single Family,,,,POINT (-73.50133 41.06213)
200722,2020,03/17/2021,Danbury,170 OSBORNE ST,192700,400000,0.4817,Residential,Two Family,,J12192,,
200199,2020,5/4/2021,Coventry,122 ANTRIM RD,236200,350000,0.6748,Residential,Single Family,,,,POINT (-72.31973 41.81758)
200748,2020,03/18/2021,Greenwich,15 OLD MILL ROAD,3212720,3500000,0.9179,Residential,Single Family,,,,POINT (-73.64618 41.09064)
20218,2020,08/26/2021,Burlington,4 AVAS WAY,83980,910301,0.0922,Residential,Single Family,07 - Change in Property,NEW DWELLING,,
200173,2020,09/29/2021,Killingworth,21 MADISON HOLLOW,252130,550000,0.4584,Residential,Single Family,,,,POINT (-72.60747 41.34955)
200283,2020,11/25/2020,Greenwich,77 TACONIC ROAD,945980,1700000,0.5564,Residential,Single Family,,,,
201150,2020,7/1/2021,Danbury,87 WALNUT TRAIL,85400,168000,0.5083,Residential,Single Family,,H04017,,
200971,2020,7/2/2021,Manchester,40 BRETTON ROAD,99900,220000,0.454,Residential,Single Family,,,,
200455,2020,07/28/2021,Madison,348 BOSTON POST RD,352400,895000,0.3937,Residential,Single Family,12 - Non Buildable Lot,sale to abutting owner,,
200037,2020,12/8/2020,Columbia,140 ROUTE 66 NORTH,144900,172750,0.8387,Residential,Single Family,,,,
20617,2020,09/27/2021,Darien,81 INWOOD ROAD,715400,1350000,0.5299,Vacant Land,,25 - Other,sold along with another parcel,,POINT (-73.50013 41.1058)
200427,2020,01/19/2021,Bristol,215 CORBIN RIDGE,198940,399900,0.4974,Residential,Single Family,,,,
200177,2020,1/4/2021,Farmington,124 MOUNTAIN RD,248520,375000,0.6627,Residential,Single Family,,,,
200289,2020,2/11/2021,Branford,100 VILLAGE LA,101900,49000,2.0795,Residential,Condo,08 - Part Interest,,,POINT (-72.81778 41.29835)
20888,2020,9/7/2021,East Hartford,720 SILVER LN,516500,854322,0.6045,Commercial,,21 - Personal Property Exchange,,,
20000038,2020,10/27/2020,Brookfield,16 LYNDENWOOD DR,386030,560000,0.6893,Residential,Single Family,,,,POINT (-73.3665 41.47925)
200002,2020,10/1/2020,Enfield,14 CRANBROOK BLVD,198740,375000,0.5299,Commercial,,21 - Personal Property Exchange,,,
20140,2020,05/13/2021,Burlington,80 DAVIS RD,177800,416093,0.4273,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,
200338,2020,05/17/2021,Guilford,379 WHITFIELD ST CN2246,13440,30000,0.448,Residential,Condo,,DOCKOMINIUM/BOAT SLIP,,
200106,2020,11/5/2020,Branford,9 ORCHARD HEIGHTS,84800,138000,0.614492754,Residential,Condo,,,,POINT (-72.78858 41.26672)
200184,2020,07/16/2021,Essex,30 PROSPECT ST,350500,1025000,0.34195122,Residential,Single Family,07 - Change in Property,,"PER MLS CUSTOM KITCHEN AND BATHS, NEW FORCED AIR HEAT W/ CENTRAL A/C, 2 SLATE PATIO, GARAGE IS FINISHED SPA ROOM",
200048,2020,02/19/2021,Harwinton,82 ORCHARD HILL RD,122790,253000,0.4853,Residential,Single Family,,,,
201189,2020,9/7/2021,Hartford,176 BEACON ST,100695,288500,0.349,Residential,Single Family,,,,
200039,2020,10/26/2020,Killingly,702 LAINEY LANE,106820,180000,0.5934,Residential,Single Family,,,,
20143,2002,8/4/2003,Somers,35 PIPER LN,138580,305000,0.454360656,,,,,,
200363,2020,6/9/2021,East Lyme,100 LAURELWOOD DR,130620,271365,0.4813,Residential,Single Family,,,,POINT (-72.23146 41.30908)
20000218,2020,07/16/2021,Granby,71 QUARRY RD,229250,451000,0.5083,Residential,Single Family,,,,
20585,2020,08/25/2021,Darien,81 OLD KINGS HIGHWAY SOUTH,642460,1157800,0.5548,Residential,Single Family,,,,POINT (-73.47253 41.07184)
20047,2020,10/23/2020,Farmington,107 WELLINGTON DR,73600,105000,0.7009,Residential,Condo,,,,
200409,2020,8/10/2021,Killingly,679 BAILEY HILL RD,218820,535000,0.409,Residential,Single Family,,,,POINT (-71.81356 41.82875)
201107,2020,8/6/2021,Manchester,83 WALNUT STREET,113500,250000,0.454,Residential,Two Family,,,,POINT (-72.53399 41.76997)
201112,2020,2/2/2021,Griswold,326 GEER RD,46480,40000,1.162,Vacant Land,,17 - Two Towns,PORTION IN PLAINFIELD CT,,
200145,2020,4/5/2021,Litchfield,172 WEST ST UNIT 126/127,210330,300000,0.7011,Commercial,,,,,POINT (-73.19755 41.74633)
200009,2020,10/2/2020,Guilford,418 OLD WHITFIELD ST,183210,260000,0.7046,Residential,Single Family,,,,
2000157,2020,01/21/2021,Cheshire,47 CURRIER PLACE,120240,171289,0.7019,Residential,Condo,14 - Foreclosure,,,
200109,2020,7/2/2021,Goshen,29 BUEFORD CT,186210,393000,0.473816794,Residential,Single Family,,,,POINT (-73.2566 41.82161)
200295,2020,04/23/2021,Guilford,2660 LONG HILL RD,382730,1160000,0.3299,Residential,Single Family,,,,
200360,2020,05/27/2021,Guilford,800 OLD NEW ENGLAND RD,201390,370000,0.544297297,Residential,Single Family,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,,
