brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
HP,Pavilion 15,15.6 Inches,Natural Silver,512 GB,Core i7 Family,24 GB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1078.47
Acer,Aspire 3,17.3 Inches,Pure Silver,512 GB,Core i5 Family,8 GB,Windows 11 Pro,"HD Audio, Anti Glare Coating, Numeric Keypad",Integrated,,,,581.12
HP,Envy 17T-CR000,17.3 Inches,Natural Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,425.45
HP,Pavilion 15,15.6 Inches,Fog Blue,4 TB,Core i7 Family,64 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1220.71
Acer,Aspire 5 A515,15.6 Inches,Pure Silver,2 TB,Ryzen 7,40 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1437.37
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1052.86
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1142.72
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1169.04
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1333.02
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1148.09
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1002.68
HP,Pavilion 15,15.6 Inches,Fog Blue,2 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1004.57
HP,Envy x360 2-in-1,15.6 Inches,Platinum Grey,2 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1089.83
HP,Pavilion 15-EG200,15.6 Inches,Fog blue,1 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1151.0
HP,HP Pavilion 15T-EG300,15.6 Inches,Natural Silver,1 TB,Core i7 Family,48 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,723.66
HP,Envy x360 2-in-1,15.6 Inches,Natural Silver,1 TB,Core i5 Family,32 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1411.43
HP,HP EliteBook 840 G6,14 Inches,Platinum,256 GB,Intel Core i5,16 GB,Windows 10 Pro 64-Bit,Backlit Keyboard,Integrated,,,,999.85
Luqeeg,Luqeeg1y3tqmp0an-19,,Scarlet,,,8 GB,,,Integrated,Intel HD Graphics 400,,,531.86
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,791.68
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1408.91
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1283.37
Lenovo,,,Scarlet,,,16 GB,,,Integrated,,,,874.09
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1001.48
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,985.9
Dell,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia T1200,,,,622.34
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,883.67
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,973.4
Dell,Precision 7560 Laptop,15.6 Inches,Burgundy,1000 GB,Core i7,8 GB,Windows 11 Pro,,Dedicated,,,,1316.09
Dell,Precision 7560 Laptop,15.6 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1588.98
Dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,813.72
Dell,G15,15.6 Inches,Dark Shadow Grey,1 TB,Core i7 Family,24 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,923.89
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,865.4
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1159.69
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,586.97
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1213.52
MSI,Stealth GS66 12UGS-025,15.6 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1200.22
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,901.62
Dell,Latitude 5340 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,941.1
Dell,Latitude 5540 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,789.48
HP,Envy x360 2-in-1,15.6 Inches,Platinum Silver,1 TB,Core i7 Family,32 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1163.13
Dell,XPS 9320 Laptop,13.4 Inches,"Gray, Silver",1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,883.61
Dell,Precision Workstation 5770,17 Inches,Silver,1 TB,Intel Core i9,64 GB,Windows 11 Pro,Backlit Keyboard,Dedicated,,,,1405.52
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1094.12
HP,,14 Inches,Red,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,921.15
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1244.76
LG,Gram 17Z95P,17 Inches,Black,4 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1349.43
Acer,Nitro 5 AN515,15.6 Inches,Shale Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,623.85
LG,Gram 16Z90P,16 Inches,Black,2 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,1233.12
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1466.14
DELL,Inspiron,16 Inches,Maroon,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,747.04
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1310.62
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1450.07
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1301.31
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,982.35
SAMSUNG,Galaxy Book2 Pro 360 5G,13.3 Inches,Gray,256 GB,Snapdragon,16 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard, Support Stylus, Memory Card Slot",Integrated,,,,823.67
Lenovo,Legion 5,15.6 Inches,Storm Grey,2 TB,Ryzen 7,16 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,5.0,1383.92
Acer,Aspire 15 A517,17.3 Inches,Pure Silver,512 GB,Core i7 Family,12 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1074.43
HP,Envy 17T-CH100,17.3 Inches,Natural Silver,1 TB,Core i7 Family,32 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,719.42
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,585.0
HP,,14 Inches,Red,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1021.78
HP,,15.6 Inches,Scarlet,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1651.08
LG,14Z90R-Q.APB3U1,14 Inches,Maroon,,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.9,,637.07
HP,Omen 16T-N000,16.1 Inches,Mica Silver,2 TB,Ryzen 7,48 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1017.35
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,913.8
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1302.01
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1312.93
Lenovo,ThinkPad T14 Gen 1,14 Inches,Black,1 TB,Ryzen 5,24 GB,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,,778.72
HP,Envy 17-CR100,17.3 Inches,Platinum Silver,2 TB,Core i7 Family,12 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,754.12
LG,Gram 16 2-in-1,16 Inches,Black,2 TB,Core i7 Family,16 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1236.54
HP,HP Elitebook 1040 G9,14 Inches,Maroon,,Intel Core i7,32 GB,Windows 11 Pro,,Integrated,,1.8 GHz,,1185.31
Dell,Inspiron i7430 2-in-1,14 Inches,Platinum Silver,1 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,576.84
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1296.75
HP,,14 Inches,Scarlet,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,892.32
HP,,15.6 Inches,Burgundy,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,770.62
Luqeeg,Luqeeg6xh3zaqt7k-23,15.6 Inches,Red,,,16 GB,,,Integrated,,,,973.78
Dell,XPS 9320 Laptop,13.4 Inches,Crimson,1000 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,831.86
HP,14-DQ100,14 Inches,Natural Silver,1 TB,Core i3-1005G1,24 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,1080.63
Dell,Precision 3581 Laptop,15.6 Inches,Scarlet,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1072.38
HP,VNE-HP-15-DY1079MS,15.6 Inches,Maroon,512 GB,Core i7 Family,,Windows 10 Home,,Integrated,Intel UHD Graphics,1.3 GHz,,910.7
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1043.64
DELL,Inspiron,16 Inches,Maroon,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1003.47
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,820.83
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,994.85
MSI,Stealth GS66 12UGS-025,15.6 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1288.71
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1391.54
Dell,XPS 9520 Laptop,15.6 Inches,Maroon,256 GB,Core i7,4 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,,1131.27
Dell,Inspiron 7420 2-in-1,14 Inches,Red,2000 GB,Core i5,64 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1233.0
Dell,XPS 9520 Laptop,15.6 Inches,Scarlet,1000 GB,Core i7,,Windows 10 Pro,,Dedicated,NVIDIA GeForce RTX 3050,3.5 GHz,,934.6
Dell,Inspiron 5620 Laptop,16 Inches,Scarlet,4000 GB,Core i5,64 GB,Windows 10 Pro,,Integrated,Intel Integrated Graphics,,,1287.02
Dell,Latitude 3540 Laptop,15.6 Inches,Crimson,256 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,747.05
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,596.14
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,789.06
HP,,15.6 Inches,Scarlet,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1624.0
MSI,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,1112.99
MSI,PDP18013TC054,,Black,,Core i5,16 GB,Windows 11 Home,Microphone,,,,,723.53
Lenovo,,16 Inches,Scarlet,,,16 GB,,,"Shared, Integrated",,,,1153.49
HP,Omen 16-N000,16.1 Inches,Mica Silver,2 TB,AMD Ryzen 7,24 GB,Windows 11 Home,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1203.53
MSI,PDP18013TC052,,Black,,Core i5,32 GB,Windows 11 Pro,Microphone,,,,,1024.02
Dell,Latitude 3540 Laptop,15.6 Inches,Maroon,1000 GB,Core i7,,Windows 11 Pro,,Integrated,Intel Integrated Graphics,3.7 GHz,,1147.53
Dell,Precision 7670 Laptop,16 Inches,Burgundy,512 GB,Core i7,,Windows 11 Pro,,Integrated,NVIDIA RTX A4500,3.4 GHz,,972.59
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1104.81
DELL,Inspiron,16 Inches,Crimson,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,690.1
ROKC,Ideapad 3,15.6 Inches,Red,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,942.24
MSI,Vector GP66 12UGS-267,15.66 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1223.73
MSI,Stealth GS66 12UGS-025,15.6 Inches,Red,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1592.0
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1143.72
acer,,,Burgundy,,,4 GB,,,Integrated,,,,1306.34
Dell,,15.6 Inches,Burgundy,512 GB,Core i5,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,3.1 GHz,,1319.55
HP,HP Pavilion x360,14 Inches,Natural Silver,512 GB,Core i5 Family,8 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,614.62
Dell,G16 7620,16 Inches,Obsidian Black,4 TB,Intel Core i7,64 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1055.52
Dell,Dell 5000,16 Inches,Platinum Silver,512 GB,Ryzen 5,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,,1117.07
ROKC,,15.6 Inches,Red,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,512.32
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1218.78
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1091.2
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i3,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1046.56
Dell,Latitude 5340 2-in-1,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1353.55
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1193.22
Dell,Latitude 9520 Laptop,15 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,679.47
Dell,Latitude 9520 Laptop,15 Inches,Black,128 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1008.52
Dell,Latitude 5431 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Dedicated,,,,890.43
Dell,Alienware m16 Laptop,16 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,945.61
Lenovo,Yoga 7 2-in-1,15.6 Inches,Dark Moss,2 TB,Core i7 Family,12 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1212.34
Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,768.0
Dell,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1252.19
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,766.65
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,908.15
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1164.1
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,899.49
Dell,Precision 5760 Laptop,17 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A2000,,,,1359.07
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,1160.39
Acer,Aspire 3 A315,15.6 Inches,Pure Silver,2 TB,Core i5 Family,8 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1119.83
LG,LG Gram 17Z90Q,17 Inches,Gray,3 TB,Core i7 Family,16 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1181.22
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,988.62
MSI,Vector GP66 12UGS-267,15.66 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,996.52
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1109.26
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,931.79
Dell,XPS 9320 Laptop,13.4 Inches,Scarlet,512 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,769.76
Dell,Inspiron 3501 Laptop,15.6 Inches,Soft Mint,2000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,882.24
Dell,G16 7630 Laptop,16 Inches,Red,1000 GB,Core i9,32 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4070,,,1510.88
Dell,XPS 9320 Laptop,13.4 Inches,Red,512 GB,Core i7,32 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1051.44
acer,,,Red,,,16 GB,"Windows 11 Pro, Windows",,Integrated,,,,1037.55
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,256 GB,Core i3,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1038.74
Dell,Alienware m16 Laptop,16 Inches,Maroon,1000 GB,Core i7,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,899.85
Dell,Inspiron 3501 Laptop,15.6 Inches,Soft Mint,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,848.02
Dell,Latitude 7420 Laptop,14 Inches,Crimson,256 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel Integrated Graphics,1.8 GHz,,1158.39
Dell,XPS 9320 Laptop,13.4 Inches,Maroon,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,715.7
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1087.27
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,706.58
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,804.57
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,638.49
Dell,DELL i3,16 Inches,carbon black,256 GB,Intel Core i3,8 GB,Windows 11,"Intel UHD Graphics with shared graphics memory, Long life battery",Integrated,,,0.0,1162.58
Lenovo,Legion 5,15.6 Inches,Storm Grey,1 TB,Ryzen 7,48 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1012.97
Lenovo,IdeaPad 3 82H7,14 Inches,Arctic Grey,2 TB,Core i7 Family,8 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,,1094.25
HP,Omen 17T-CK200,17.3 Inches,Shadow Black,2 TB,Intel Core i9,64 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1463.89
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1004.15
HP,,14 Inches,Burgundy,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1238.43
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,696.95
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,845.08
Dell,XPS 9520 Laptop,15.6 Inches,Maroon,1000 GB,Core i7,,Windows 10 Pro,,,NVIDIA GeForce RTX 3050,3.5 GHz,,872.26
Dell,XPS 9520 Laptop,15.6 Inches,Scarlet,2000 GB,Core i7,,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,3.5 GHz,,943.53
Dell,Inspiron 3515 Laptop,15.6 Inches,Scarlet,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,1104.78
MSI,Vector GP66 12UGS-267,15.66 Inches,Red,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1673.05
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1500.2
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1421.5
Dell,Latitude Rugged Extreme 7230 Laptop,12 Inches,Scarlet,512 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,945.81
HP,Envy x360 2-in-1,15.6 Inches,Natural Silver,2 TB,Core i5 Family,8 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",Integrated,,,,940.48
Dell,Precision 7670 Laptop,16 Inches,Burgundy,256 GB,Core i9,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,954.21
Dell,Latitude Rugged Extreme 7230 Laptop,12 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1230.05
HP,Stream 14-DQ00,14 Inches,Snowflake White,64 GB,Celeron N4020,4 GB,Windows 11 Home,"HD Audio, Memory Card Slot",Integrated,,,,1163.9
